date,batter,pitcher,bvp_pa,bvp_avg,fd_pts,baseline,rel,bucket
2026-07-10,696100,592662,17,0.5,9.0,12.0,-3.0,GOOD
2026-04-21,666160,681190,15,0.267,3.0,12.31,-9.31,MID
2026-04-21,696100,681190,17,0.188,3.0,9.84,-6.84,BAD
2026-04-21,686668,681190,18,0.375,0.0,7.1,-7.1,GOOD
2026-06-15,672640,554430,16,0.357,3.0,11.0,-8.0,GOOD
2026-06-16,672640,666200,18,0.222,6.0,10.88,-4.88,MID
2026-06-16,669364,666200,17,0.125,3.0,10.32,-7.32,BAD
2026-05-23,669364,642547,16,0.267,3.0,11.1,-8.1,MID
2026-05-29,669364,642547,16,0.267,21.7,11.2,10.5,MID
2026-05-03,672640,666200,18,0.222,6.0,11.8,-5.8,MID
2026-05-03,669364,666200,17,0.125,3.0,11.32,-8.32,BAD
2026-05-03,681393,666200,15,0.308,0.0,8.56,-8.56,GOOD
2026-05-03,691594,666200,16,0.286,6.0,5.62,0.38,MID
2026-04-27,643217,686799,15,0.071,19.7,7.08,12.62,BAD
2026-04-29,643217,579328,17,0.25,0.0,7.54,-7.54,MID
2026-05-03,643217,656288,16,0.267,0.0,7.08,-7.08,MID
2026-05-13,643217,607625,17,0.214,6.2,6.92,-0.72,MID
2026-05-24,545341,592662,16,0.133,3.0,6.52,-3.52,BAD
2026-06-01,643217,657746,26,0.44,28.2,7.61,20.59,GOOD
2026-06-10,545341,519242,33,0.241,6.0,7.12,-1.12,MID
2026-06-16,643217,543037,21,0.222,21.7,8.3,13.4,MID
2026-06-17,643217,607074,17,0.063,0.0,8.52,-8.52,BAD
2026-06-19,643217,669373,21,0.2,0.0,8.71,-8.71,BAD
2026-06-24,643217,676440,19,0.235,0.0,8.29,-8.29,MID
2026-06-27,643217,608379,23,0.217,3.0,8.46,-5.46,MID
2026-07-05,643217,676440,19,0.235,12.7,8.23,4.47,MID
2026-05-30,643217,664285,18,0.278,31.4,7.27,24.13,MID
2026-05-30,545341,664285,15,0.286,0.0,6.94,-6.94,MID
2026-04-18,643217,622663,43,0.333,25.7,5.32,20.38,GOOD
2026-04-30,691026,694973,20,0.15,6.2,11.38,-5.18,BAD
2026-04-30,676475,694973,21,0.4,22.7,10.32,12.38,GOOD
2026-05-19,676475,656605,28,0.28,31.1,9.81,21.29,MID
2026-05-19,669357,656605,30,0.222,25.2,7.14,18.06,MID
2026-05-29,691026,684007,16,0.313,6.0,8.6,-2.6,GOOD
2026-06-03,691026,669022,15,0.385,3.0,8.62,-5.62,GOOD
2026-06-09,676475,642547,27,0.208,31.7,10.32,21.38,MID
2026-06-09,691026,642547,21,0.15,0.0,8.73,-8.73,BAD
2026-07-04,691026,684007,16,0.313,0.0,9.28,-9.28,GOOD
2026-04-18,666182,592791,27,0.333,6.2,8.08,-1.88,GOOD
2026-04-18,596019,592791,19,0.211,6.0,6.93,-0.93,MID
2026-04-18,543760,592791,19,0.222,6.0,6.24,-0.24,MID
2026-04-23,666182,657746,15,0.385,34.9,7.35,27.55,GOOD
2026-04-26,543760,500779,20,0.333,0.0,7.2,-7.2,GOOD
2026-04-28,666182,641793,19,0.353,25.2,7.78,17.42,GOOD
2026-04-28,543760,641793,16,0.133,9.7,6.55,3.15,BAD
2026-05-02,543760,672282,37,0.412,12.2,6.4,5.8,GOOD
2026-05-03,543760,686799,18,0.375,0.0,6.61,-6.61,GOOD
2026-05-06,665742,547179,15,0.2,22.2,10.03,12.17,BAD
2026-05-08,665742,669194,22,0.2,0.0,10.59,-10.59,BAD
2026-05-09,665742,518876,24,0.238,3.0,10.03,-7.03,MID
2026-05-10,543760,593958,34,0.233,3.0,7.41,-4.41,MID
2026-05-10,666182,593958,21,0.333,3.0,7.29,-4.29,GOOD
2026-05-12,665742,656427,15,0.2,12.7,9.36,3.34,BAD
2026-05-12,666182,656427,17,0.533,12.7,7.17,5.53,GOOD
2026-05-13,666182,664285,16,0.25,6.5,7.32,-0.82,MID
2026-05-13,543760,664285,44,0.231,0.0,7.17,-7.17,MID
2026-05-16,543760,607074,29,0.148,0.0,7.48,-7.48,BAD
2026-05-16,666182,607074,17,0.267,9.4,7.01,2.39,MID
2026-05-18,665742,663623,16,0.364,22.2,11.07,11.13,GOOD
2026-05-18,668901,663623,19,0.105,0.0,8.49,-8.49,BAD
2026-05-20,666182,641793,19,0.353,6.2,8.6,-2.4,GOOD
2026-05-20,543760,641793,16,0.133,0.0,7.68,-7.68,BAD
2026-05-27,665742,671096,15,0.5,21.7,13.02,8.68,GOOD
2026-06-02,665742,669302,18,0.125,3.0,13.29,-10.29,BAD
2026-06-02,666182,669302,22,0.2,3.0,7.87,-4.87,BAD
2026-06-02,543760,669302,40,0.125,0.0,7.81,-7.81,BAD
2026-06-03,543760,669923,31,0.138,0.0,7.67,-7.67,BAD
2026-06-05,666182,650633,26,0.292,18.5,8.09,10.41,MID
2026-06-06,543760,656288,33,0.323,27.9,7.41,20.49,GOOD
2026-06-09,665742,669160,18,0.231,6.0,12.35,-6.35,MID
2026-06-10,665742,669467,17,0.214,3.0,12.2,-9.2,MID
2026-06-12,665742,675911,21,0.267,24.7,12.34,12.36,MID
2026-06-13,543760,527048,39,0.256,3.0,7.72,-4.72,MID
2026-06-16,665742,663903,15,0.333,6.0,12.59,-6.59,GOOD
2026-06-16,543760,663903,17,0.25,9.2,7.74,1.46,MID
2026-06-18,665742,605400,59,0.262,40.4,12.71,27.69,MID
2026-06-20,665742,650911,18,0.353,3.0,13.22,-10.22,GOOD
2026-06-20,668901,650911,18,0.267,24.9,7.16,17.74,MID
2026-06-21,665742,554430,70,0.259,6.0,13.03,-7.03,MID
2026-06-21,666182,554430,17,0.235,0.0,9.08,-9.08,MID
2026-06-21,543760,554430,21,0.2,0.0,7.92,-7.92,BAD
2026-06-23,665742,665795,16,0.091,0.0,12.91,-12.91,BAD
2026-06-26,665742,554430,70,0.259,0.0,12.62,-12.62,MID
2026-06-26,666182,554430,17,0.235,9.2,9.3,-0.1,MID
2026-06-26,596019,554430,40,0.243,3.0,7.56,-4.56,MID
2026-06-28,665742,666200,29,0.333,12.0,12.61,-0.61,GOOD
2026-06-28,668901,666200,19,0.118,0.0,7.24,-7.24,BAD
2026-06-30,665742,592332,32,0.444,6.0,12.54,-6.54,GOOD
2026-06-30,596019,592332,16,0.286,0.0,8.49,-8.49,MID
2026-07-04,596019,519242,42,0.39,9.0,8.46,0.54,GOOD
2026-07-05,596019,527048,27,0.409,19.1,8.48,10.62,GOOD
2026-07-06,596019,625643,29,0.12,0.0,8.86,-8.86,BAD
2026-07-07,665742,607625,24,0.263,25.7,12.86,12.84,MID
2026-07-09,666182,608379,22,0.389,3.5,9.1,-5.6,GOOD
2026-07-10,665742,543243,21,0.4,6.5,13.16,-6.66,GOOD
2026-07-10,596019,543243,36,0.29,3.0,8.3,-5.3,MID
2026-04-23,596142,669373,16,0.154,15.7,9.78,5.92,BAD
2026-04-25,668930,656605,22,0.227,6.0,15.28,-9.28,MID
2026-04-25,661388,656605,29,0.259,0.0,9.18,-9.18,MID
2026-04-25,641343,656605,16,0.438,12.4,8.58,3.82,GOOD
2026-04-29,596142,593958,32,0.208,6.0,9.94,-3.94,MID
2026-05-06,668930,669467,19,0.389,12.2,15.0,-2.8,GOOD
2026-05-06,661388,669467,19,0.176,6.2,10.46,-4.26,BAD
2026-05-06,686217,669467,17,0.267,9.2,6.65,2.55,MID
2026-06-05,592885,663372,15,0.357,6.2,11.13,-4.93,GOOD
2026-06-05,661388,663372,19,0.158,0.0,9.66,-9.66,BAD
2026-06-07,661388,607536,19,0.294,15.9,9.7,6.2,MID
2026-06-13,668930,605400,17,0.267,0.0,13.35,-13.35,MID
2026-06-13,592885,605400,43,0.268,12.7,11.07,1.63,MID
2026-06-13,661388,605400,34,0.344,12.2,10.12,2.08,GOOD
2026-06-22,683734,663903,36,0.257,0.0,9.18,-9.18,MID
2026-07-01,661388,671096,21,0.3,9.5,10.15,-0.65,GOOD
2026-07-04,592885,518876,29,0.115,22.2,10.15,12.05,BAD
2026-07-05,683734,593958,19,0.235,3.0,8.68,-5.68,MID
2026-07-09,668930,669467,19,0.389,34.4,12.35,22.05,GOOD
2026-07-09,694192,669467,17,0.455,15.4,12.18,3.22,GOOD
2026-07-09,661388,669467,19,0.176,3.5,9.5,-6.0,BAD
2026-06-03,592885,657277,18,0.125,6.0,11.17,-5.17,BAD
2026-06-21,661388,693821,15,0.357,37.9,9.73,28.17,GOOD
2026-05-01,668930,663623,20,0.222,9.2,14.94,-5.74,MID
2026-05-01,661388,663623,24,0.35,25.7,10.63,15.07,GOOD
2026-05-01,686217,663623,19,0.278,6.2,7.0,-0.8,MID
2026-04-29,650490,668909,16,0.467,9.2,10.9,-1.7,GOOD
2026-05-05,691406,592332,15,0.308,6.0,11.27,-5.27,GOOD
2026-05-05,650490,592332,20,0.389,9.7,10.72,-1.02,GOOD
2026-05-11,691406,592332,15,0.308,9.2,11.26,-2.06,GOOD
2026-05-11,650490,592332,20,0.389,0.0,10.02,-10.02,GOOD
2026-05-11,656775,592332,21,0.25,0.0,7.19,-7.19,MID
2026-05-12,650490,571578,17,0.25,3.0,9.72,-6.72,MID
2026-05-13,650490,656302,22,0.188,9.5,9.52,-0.02,BAD
2026-05-16,650490,645261,21,0.263,3.0,9.96,-6.96,MID
2026-05-16,656775,645261,18,0.313,18.2,8.33,9.87,GOOD
2026-05-19,650490,680694,27,0.4,31.2,10.97,20.23,GOOD
2026-05-22,650490,543037,54,0.34,3.0,11.48,-8.48,GOOD
2026-05-25,650490,680694,27,0.4,6.0,11.22,-5.22,GOOD
2026-06-07,650490,645261,21,0.263,6.5,11.59,-5.09,MID
2026-06-07,656775,645261,18,0.313,3.0,8.44,-5.44,GOOD
2026-06-13,650490,667755,16,0.286,3.0,11.67,-8.67,MID
2026-06-22,650490,608379,17,0.417,12.5,11.34,1.16,GOOD
2026-06-22,656775,608379,27,0.346,0.0,8.38,-8.38,GOOD
2026-07-10,650490,622491,17,0.176,0.0,11.05,-11.05,BAD
2026-05-06,650490,571578,17,0.25,3.0,10.69,-7.69,MID
2026-05-01,650490,592662,27,0.333,18.7,10.83,7.87,GOOD
2026-07-08,650490,543037,54,0.34,18.2,11.03,7.17,GOOD
2026-07-08,656775,543037,36,0.306,0.0,8.86,-8.86,GOOD
2026-07-08,670764,543037,15,0.0,6.2,8.01,-1.81,BAD
2026-04-22,621043,676440,24,0.348,9.2,10.93,-1.73,GOOD
2026-04-30,670541,605135,29,0.36,0.0,14.8,-14.8,GOOD
2026-04-30,572233,605135,18,0.294,0.0,12.24,-12.24,MID
2026-04-30,621043,605135,21,0.25,3.0,10.82,-7.82,MID
2026-04-30,670623,605135,23,0.2,12.2,8.59,3.61,BAD
2026-04-30,673237,605135,15,0.2,6.5,8.22,-1.72,BAD
2026-04-30,514888,605135,40,0.278,9.2,7.59,1.61,MID
2026-05-03,572233,624133,26,0.238,12.2,12.18,0.02,MID
2026-05-05,670541,660271,21,0.278,0.0,14.25,-14.25,MID
2026-05-05,514888,660271,32,0.226,0.0,7.56,-7.56,MID
2026-05-08,670623,666157,15,0.182,12.5,8.9,3.6,BAD
2026-05-11,670541,669923,21,0.2,3.0,13.3,-10.3,BAD
2026-05-11,670623,669923,16,0.438,12.5,8.55,3.95,GOOD
2026-05-13,670541,682243,16,0.231,9.0,12.76,-3.76,MID
2026-05-13,514888,682243,17,0.235,10.0,7.48,2.52,MID
2026-05-14,670541,622491,24,0.524,33.9,12.66,21.24,GOOD
2026-05-14,572233,622491,22,0.1,6.2,10.81,-4.61,BAD
2026-05-14,670623,622491,26,0.25,3.0,8.26,-5.26,MID
2026-05-14,514888,622491,24,0.208,0.0,7.55,-7.55,MID
2026-05-15,572233,683004,15,0.083,3.0,10.69,-7.69,BAD
2026-05-16,572233,594798,24,0.083,18.7,10.5,8.2,BAD
2026-05-16,514888,594798,16,0.25,18.7,7.34,11.36,MID
2026-05-20,670541,657746,22,0.3,0.0,12.48,-12.48,GOOD
2026-05-20,670623,657746,18,0.176,0.0,8.55,-8.55,BAD
2026-05-22,670541,592791,15,0.357,9.0,12.2,-3.2,GOOD
2026-05-26,572233,683004,15,0.083,0.0,11.39,-11.39,BAD
2026-05-27,572233,594798,24,0.083,6.2,11.16,-4.96,BAD
2026-05-28,670541,543135,21,0.353,6.2,13.52,-7.32,GOOD
2026-05-28,665161,543135,17,0.313,21.7,8.89,12.81,GOOD
2026-05-28,670623,543135,23,0.15,28.4,7.85,20.55,BAD
2026-06-10,670541,672282,22,0.263,3.0,13.53,-10.53,MID
2026-06-10,514888,672282,27,0.292,0.0,7.55,-7.55,MID
2026-06-22,670541,656302,26,0.105,12.2,13.56,-1.36,BAD
2026-06-22,665161,656302,15,0.267,18.2,11.41,6.79,MID
2026-06-22,670623,656302,17,0.154,9.5,9.34,0.16,BAD
2026-06-22,514888,656302,21,0.368,9.5,8.01,1.49,GOOD
2026-06-28,670541,656427,15,0.083,9.2,13.2,-4.0,BAD
2026-06-28,665161,656427,18,0.111,6.2,11.62,-5.42,BAD
2026-06-28,572233,656427,16,0.25,28.7,10.26,18.44,MID
2026-06-30,670541,657746,22,0.3,35.2,13.02,22.18,GOOD
2026-06-30,670623,657746,18,0.176,0.0,9.6,-9.6,BAD
2026-06-30,514888,657746,18,0.125,9.7,7.79,1.91,BAD
2026-07-01,673237,671737,15,0.2,0.0,8.16,-8.16,BAD
2026-07-03,572233,607259,15,0.462,3.0,10.18,-7.18,GOOD
2026-07-03,514888,607259,37,0.25,0.0,7.84,-7.84,MID
2026-07-06,514888,571945,15,0.214,25.7,8.15,17.55,MID
2026-07-10,572233,615698,21,0.381,0.0,10.26,-10.26,GOOD
2026-07-10,514888,615698,21,0.263,6.0,8.46,-2.46,MID
2026-05-17,670541,543135,21,0.353,0.0,13.15,-13.15,GOOD
2026-05-20,575929,608379,27,0.25,18.2,11.51,6.69,MID
2026-05-23,680776,671737,17,0.267,3.0,10.27,-7.27,MID
2026-05-27,575929,693821,15,0.4,3.0,11.94,-8.94,GOOD
2026-06-02,680776,669358,18,0.176,12.2,11.27,0.93,BAD
2026-06-03,680776,605135,24,0.238,6.2,11.29,-5.09,MID
2026-06-03,678882,605135,15,0.143,15.5,9.54,5.96,BAD
2026-06-03,677800,605135,18,0.5,28.7,8.94,19.76,GOOD
2026-06-03,643396,605135,19,0.278,12.7,7.2,5.5,MID
2026-06-10,680776,656876,15,0.133,6.2,10.53,-4.33,BAD
2026-06-13,575929,594798,15,0.154,12.2,11.94,0.26,BAD
2026-06-14,643396,543135,18,0.294,3.0,7.04,-4.04,MID
2026-06-16,575929,656302,20,0.235,3.0,12.41,-9.41,MID
2026-04-20,575929,656427,33,0.233,3.0,13.12,-10.12,MID
2026-04-27,575929,656302,20,0.235,12.4,12.4,0.0,MID
2026-04-29,575929,641778,17,0.4,21.7,12.14,9.56,GOOD
2026-04-22,596115,608331,20,0.211,6.2,8.98,-2.78,MID
2026-05-05,596115,664285,15,0.417,18.4,7.75,10.65,GOOD
2026-05-06,575929,656427,33,0.233,6.5,12.59,-6.09,MID
2026-05-16,575929,693821,15,0.4,25.2,10.87,14.33,GOOD
2026-06-24,575929,607536,16,0.083,9.5,11.65,-2.15,BAD
2026-06-27,680776,543037,23,0.15,0.0,9.75,-9.75,BAD
2026-06-28,678882,607074,18,0.176,0.0,9.97,-9.97,BAD
2026-06-28,680776,607074,17,0.125,6.5,9.62,-3.12,BAD
2026-06-29,575929,571945,21,0.381,25.7,11.71,13.99,GOOD
2026-04-19,596115,664285,15,0.417,12.0,8.75,3.25,GOOD
2026-04-20,663538,605400,21,0.25,3.0,16.03,-13.03,MID
2026-04-20,621020,605400,72,0.227,25.7,12.74,12.96,MID
2026-04-20,664023,605400,25,0.13,9.2,11.77,-2.57,BAD
2026-04-21,663538,666200,20,0.25,27.9,15.31,12.59,MID
2026-04-21,621020,666200,27,0.25,9.0,13.46,-4.46,MID
2026-04-21,664023,666200,24,0.118,21.4,11.61,9.79,BAD
2026-04-28,621020,621111,16,0.267,19.0,12.96,6.04,MID
2026-04-28,608348,621111,18,0.125,6.2,10.49,-4.29,BAD
2026-05-01,663538,668678,17,0.267,9.2,13.21,-4.01,MID
2026-05-01,621020,668678,17,0.25,9.7,13.19,-3.49,MID
2026-05-01,673548,668678,19,0.188,3.0,12.57,-9.57,BAD
2026-05-01,664023,668678,23,0.158,9.2,11.28,-2.08,BAD
2026-05-03,663538,518876,16,0.125,12.2,13.06,-0.86,BAD
2026-05-03,621020,518876,22,0.143,3.0,12.7,-9.7,BAD
2026-05-03,664023,518876,20,0.278,15.4,12.26,3.14,MID
2026-05-05,663538,671096,19,0.278,9.0,12.82,-3.82,MID
2026-05-05,673548,671096,19,0.2,3.0,12.58,-9.58,BAD
2026-05-05,664023,671096,25,0.1,3.0,12.16,-9.16,BAD
2026-05-05,621020,671096,21,0.353,6.2,11.95,-5.75,GOOD
2026-05-10,621020,594798,39,0.194,0.0,11.21,-11.21,BAD
2026-05-17,664023,607200,18,0.176,3.0,11.85,-8.85,BAD
2026-05-17,621020,607200,31,0.379,12.4,10.12,2.28,GOOD
2026-05-28,664023,694973,21,0.333,28.2,11.13,17.07,GOOD
2026-05-28,663538,694973,17,0.267,3.0,10.44,-7.44,MID
2026-05-28,683737,694973,21,0.267,12.4,9.9,2.5,MID
2026-05-28,691718,694973,15,0.267,9.2,9.6,-0.4,MID
2026-05-28,673548,694973,16,0.267,16.2,9.17,7.03,MID
2026-05-29,664023,669467,22,0.389,31.7,11.48,20.22,GOOD
2026-05-29,621020,669467,16,0.125,12.2,9.51,2.69,BAD
2026-05-31,621020,669461,15,0.231,3.0,9.56,-6.56,MID
2026-05-31,673548,669461,15,0.071,0.0,9.32,-9.32,BAD
2026-06-05,621020,592662,18,0.125,0.0,9.15,-9.15,BAD
2026-06-10,664023,547179,17,0.214,18.7,11.48,7.22,MID
2026-06-14,664023,657277,18,0.294,0.0,11.79,-11.79,MID
2026-06-14,621020,657277,24,0.208,6.2,8.72,-2.52,MID
2026-06-15,664023,547179,17,0.214,3.2,11.6,-8.4,MID
2026-06-20,664023,571578,23,0.333,9.2,11.46,-2.26,GOOD
2026-06-20,673548,571578,16,0.538,6.0,10.06,-4.06,GOOD
2026-06-20,621020,571578,49,0.289,15.2,9.08,6.12,MID
2026-06-20,663538,571578,18,0.313,6.5,9.04,-2.54,GOOD
2026-06-25,691718,642547,18,0.375,12.5,12.63,-0.13,GOOD
2026-06-25,664023,642547,44,0.108,6.5,11.46,-4.96,BAD
2026-06-25,621020,642547,26,0.083,3.2,11.18,-7.98,BAD
2026-06-25,683737,642547,26,0.136,3.0,10.24,-7.24,BAD
2026-06-25,663538,642547,37,0.152,3.0,9.43,-6.43,BAD
2026-06-28,664023,605540,43,0.256,6.2,11.47,-5.27,MID
2026-06-28,621020,605540,19,0.353,0.0,10.78,-10.78,GOOD
2026-06-28,673548,605540,15,0.385,10.0,10.03,-0.03,GOOD
2026-06-28,663538,605540,25,0.095,6.0,9.27,-3.27,BAD
2026-07-01,621020,621111,16,0.267,76.8,11.08,65.72,MID
2026-07-03,621020,669467,16,0.125,0.0,11.9,-11.9,BAD
2026-07-03,664023,669467,22,0.389,0.0,11.25,-11.25,GOOD
2026-07-05,621020,669461,15,0.231,6.2,11.61,-5.41,MID
2026-07-05,673548,669461,15,0.071,0.0,10.37,-10.37,BAD
2026-07-09,621020,669432,18,0.375,15.0,11.5,3.5,GOOD
2026-07-10,691718,668881,16,0.071,0.0,13.34,-13.34,BAD
2026-07-10,621020,668881,18,0.0,3.0,11.54,-8.54,BAD
2026-07-10,673548,668881,21,0.476,9.0,10.65,-1.65,GOOD
2026-07-10,664023,668881,26,0.143,6.0,10.63,-4.63,BAD
2026-07-10,663538,668881,26,0.167,0.0,8.98,-8.98,BAD
2026-04-18,663538,642547,37,0.152,0.0,17.13,-17.13,BAD
2026-04-18,621020,642547,26,0.083,0.0,14.44,-14.44,BAD
2026-04-18,691718,642547,18,0.375,0.0,7.41,-7.41,GOOD
2026-06-24,621020,640455,16,0.071,38.2,9.54,28.66,BAD
2026-06-24,608348,640455,25,0.174,15.9,8.95,6.95,BAD
2026-04-21,545361,571578,16,0.125,6.2,14.7,-8.5,BAD
2026-05-23,545361,543135,41,0.216,22.2,12.33,9.87,MID
2026-05-23,687263,543135,17,0.267,18.4,10.95,7.45,MID
2026-05-27,624585,663554,18,0.188,3.0,8.94,-5.94,BAD
2026-05-28,624585,656427,17,0.214,6.5,8.81,-2.31,MID
2026-05-29,545361,607259,35,0.25,9.2,12.48,-3.28,MID
2026-06-01,545361,607536,15,0.25,6.0,12.65,-6.65,MID
2026-06-01,624585,607536,21,0.35,25.2,8.59,16.61,GOOD
2026-06-03,624585,547179,16,0.2,3.0,8.93,-5.93,BAD
2026-06-03,681351,547179,16,0.231,9.7,6.52,3.18,MID
2026-06-29,687263,669923,15,0.2,30.9,11.29,19.61,BAD
2026-06-29,666176,669923,18,0.235,3.0,9.46,-6.46,MID
2026-06-29,694384,669923,16,0.143,0.0,8.44,-8.44,BAD
2026-07-02,687263,682243,20,0.118,3.0,11.53,-8.53,BAD
2026-07-02,694384,682243,15,0.143,6.0,8.22,-2.22,BAD
2026-07-05,624585,624133,21,0.235,3.5,8.74,-5.24,MID
2026-07-09,545361,543135,41,0.216,6.7,12.45,-5.75,MID
2026-07-09,687263,543135,17,0.267,9.2,11.6,-2.4,MID
2026-04-20,545361,656302,15,0.2,9.0,15.06,-6.06,BAD
2026-05-08,545361,656302,15,0.2,3.0,14.61,-11.61,BAD
2026-05-08,624585,656302,33,0.069,0.0,11.27,-11.27,BAD
2026-05-18,687263,669372,15,0.231,25.2,10.38,14.82,MID
2026-06-26,687263,669372,15,0.231,6.2,11.68,-5.48,MID
2026-06-30,687263,693433,22,0.182,10.0,11.55,-1.55,BAD
2026-06-30,666176,693433,15,0.357,0.0,9.38,-9.38,GOOD
2026-04-30,571448,605540,22,0.2,0.0,10.8,-10.8,BAD
2026-04-30,606466,605540,17,0.267,3.0,9.06,-6.06,MID
2026-05-01,571448,607067,20,0.167,3.0,10.35,-7.35,BAD
2026-05-07,571448,656605,29,0.148,0.0,9.61,-9.61,BAD
2026-05-12,571448,669022,17,0.267,6.2,9.37,-3.17,MID
2026-05-18,571448,592662,56,0.37,29.2,10.08,19.12,GOOD
2026-05-20,606466,641816,19,0.529,40.6,8.72,31.88,GOOD
2026-05-23,571448,547179,21,0.2,13.0,10.45,2.55,BAD
2026-05-26,606466,641816,19,0.529,22.2,10.98,11.22,GOOD
2026-05-26,571448,641816,27,0.227,9.2,10.18,-0.98,MID
2026-07-07,606466,608566,56,0.313,9.0,11.33,-2.33,GOOD
2026-07-07,672695,608566,20,0.133,3.2,9.46,-6.26,BAD
2026-07-07,571448,608566,19,0.211,0.0,8.76,-8.76,MID
2026-04-19,606466,592332,30,0.143,6.2,9.37,-3.17,BAD
2026-04-19,571448,592332,24,0.143,0.0,8.65,-8.65,BAD
2026-04-25,571448,608566,19,0.211,9.2,10.11,-0.91,MID
2026-04-25,672695,608566,20,0.133,0.0,9.52,-9.52,BAD
2026-04-25,606466,608566,56,0.313,6.0,9.16,-3.16,GOOD
2026-05-06,571448,694973,18,0.353,3.0,9.85,-6.85,GOOD
2026-05-11,571448,596001,16,0.25,9.0,9.38,-0.38,MID
2026-05-15,682998,607536,16,0.417,18.4,11.28,7.12,GOOD
2026-05-15,571448,607536,15,0.5,24.4,9.73,14.67,GOOD
2026-05-15,606466,607536,58,0.333,0.0,8.0,-8.0,GOOD
2026-05-17,571448,547179,21,0.2,15.5,9.94,5.56,BAD
2026-05-24,571448,500779,29,0.111,3.0,10.51,-7.51,BAD
2026-05-24,606466,500779,19,0.438,35.1,10.0,25.1,GOOD
2026-06-02,606466,641778,25,0.348,9.7,10.92,-1.22,GOOD
2026-06-02,571448,641778,35,0.286,19.2,10.05,9.15,MID
2026-06-14,571448,671096,24,0.409,3.0,9.15,-6.15,GOOD
2026-06-26,606466,607259,15,0.2,0.0,10.69,-10.69,BAD
2026-06-29,606466,641816,19,0.529,24.9,10.81,14.09,GOOD
2026-06-29,571448,641816,27,0.227,27.9,8.5,19.4,MID
2026-07-04,606466,605540,17,0.267,3.0,11.49,-8.49,MID
2026-07-04,571448,605540,22,0.2,0.0,8.75,-8.75,BAD
2026-07-06,606466,621111,33,0.3,12.2,11.31,0.89,GOOD
2026-07-06,571448,621111,37,0.194,18.7,8.64,10.06,BAD
2026-04-25,682985,663903,21,0.294,9.0,11.74,-2.74,MID
2026-04-25,681481,663903,15,0.154,3.0,9.91,-6.91,BAD
2026-04-25,679529,663903,19,0.235,18.7,8.09,10.61,MID
2026-04-25,595879,663903,23,0.286,0.0,8.07,-8.07,MID
2026-04-28,679529,527048,24,0.227,3.0,9.67,-6.67,MID
2026-04-28,650402,527048,28,0.261,6.0,9.6,-3.6,MID
2026-05-08,682985,663460,15,0.538,15.2,10.71,4.49,GOOD
2026-05-09,682985,608379,23,0.2,12.5,10.84,1.66,BAD
2026-05-09,679529,608379,20,0.211,6.0,8.52,-2.52,MID
2026-05-09,681481,608379,18,0.278,3.0,7.97,-4.97,MID
2026-05-17,682985,592332,18,0.188,0.0,10.81,-10.81,BAD
2026-05-17,663837,592332,16,0.133,3.0,8.87,-5.87,BAD
2026-05-17,679529,592332,15,0.071,0.0,8.04,-8.04,BAD
2026-05-20,682985,676440,28,0.2,3.0,10.91,-7.91,BAD
2026-05-20,693307,676440,16,0.188,3.0,9.3,-6.3,BAD
2026-05-20,679529,676440,18,0.286,0.0,7.99,-7.99,MID
2026-06-07,650402,622491,20,0.059,0.0,10.03,-10.03,BAD
2026-06-12,693307,676440,16,0.188,0.0,11.68,-11.68,BAD
2026-06-12,682985,676440,28,0.2,3.0,9.97,-6.97,BAD
2026-06-12,681481,676440,16,0.188,0.0,8.79,-8.79,BAD
2026-06-12,679529,676440,18,0.286,18.7,8.18,10.52,MID
2026-06-16,682985,686613,22,0.235,6.0,9.7,-3.7,MID
2026-06-16,679529,686613,16,0.154,6.2,8.42,-2.22,BAD
2026-06-16,681481,686613,19,0.235,3.0,8.32,-5.32,MID
2026-06-21,682985,663436,15,0.417,12.2,9.33,2.87,GOOD
2026-06-21,679529,663436,19,0.211,12.5,8.2,4.3,MID
2026-06-23,682985,607074,15,0.308,6.0,9.62,-3.62,GOOD
2026-06-23,679529,607074,15,0.2,0.0,8.32,-8.32,BAD
2026-06-28,682985,686613,22,0.235,3.2,9.32,-6.12,MID
2026-06-28,681481,686613,19,0.235,9.2,8.51,0.69,MID
2026-06-28,679529,686613,16,0.154,25.2,8.22,16.98,BAD
2026-07-04,682985,615698,16,0.267,25.2,9.66,15.54,MID
2026-05-06,592518,605288,20,0.056,6.2,10.19,-3.99,BAD
2026-05-09,593428,669160,15,0.143,6.0,11.31,-5.31,BAD
2026-05-09,592518,669160,39,0.27,18.7,9.61,9.09,MID
2026-05-20,593428,660271,15,0.214,0.0,10.14,-10.14,MID
2026-05-26,593428,605400,21,0.143,9.0,9.66,-0.66,BAD
2026-05-26,592518,605400,25,0.125,25.2,8.66,16.54,BAD
2026-05-27,593428,650911,15,0.286,3.0,9.65,-6.65,MID
2026-05-27,592518,650911,17,0.235,0.0,9.01,-9.01,MID
2026-05-31,592518,641793,18,0.267,0.0,9.22,-9.22,MID
2026-05-31,664034,641793,16,0.267,9.5,9.06,0.44,MID
2026-06-02,593428,605400,21,0.143,3.0,9.69,-6.69,BAD
2026-06-02,592518,605400,25,0.125,0.0,9.04,-9.04,BAD
2026-06-04,592518,554430,24,0.217,22.2,8.76,13.44,MID
2026-06-04,665487,554430,15,0.133,0.0,8.74,-8.74,BAD
