date,batter,pitcher,bvp_pa,bvp_avg,fd_pts,baseline,rel,bucket
2026-06-08,665487,671096,16,0.333,3.0,8.61,-5.61,GOOD
2026-06-08,592518,671096,16,0.063,0.0,8.59,-8.59,BAD
2026-06-24,592518,527048,27,0.333,9.2,9.23,-0.03,GOOD
2026-06-24,593428,527048,25,0.182,15.5,8.72,6.78,BAD
2026-06-27,665487,808967,18,0.188,6.5,9.68,-3.18,BAD
2026-06-27,592518,808967,18,0.188,0.0,9.31,-9.31,BAD
2026-06-27,593428,808967,19,0.333,0.0,8.78,-8.78,GOOD
2026-06-30,592518,571510,20,0.474,25.2,9.31,15.89,GOOD
2026-06-30,593428,571510,22,0.2,6.2,8.81,-2.61,BAD
2026-04-25,593428,668678,25,0.261,6.2,11.99,-5.79,MID
2026-04-25,592518,668678,37,0.242,6.2,9.08,-2.88,MID
2026-04-25,665487,668678,34,0.241,6.0,8.89,-2.89,MID
2026-04-26,593428,669194,17,0.353,6.2,11.7,-5.5,GOOD
2026-04-26,701538,669194,15,0.4,9.2,10.74,-1.54,GOOD
2026-04-26,592518,669194,29,0.308,47.9,8.94,38.96,GOOD
2026-04-26,665487,669194,21,0.333,12.4,8.76,3.64,GOOD
2026-04-27,593428,571510,22,0.2,9.2,11.44,-2.24,BAD
2026-04-27,592518,571510,20,0.474,24.6,10.79,13.81,GOOD
2026-04-29,593428,592791,31,0.194,0.0,12.19,-12.19,BAD
2026-05-05,593428,657277,33,0.219,28.2,10.89,17.31,MID
2026-05-05,592518,657277,51,0.283,0.0,10.57,-10.57,MID
2026-05-05,701538,657277,19,0.611,31.4,10.13,21.27,GOOD
2026-05-05,665487,657277,40,0.237,9.2,8.86,0.34,MID
2026-05-05,657757,657277,20,0.421,15.2,8.85,6.35,GOOD
2026-05-16,592518,669302,18,0.133,6.2,8.81,-2.61,BAD
2026-05-18,593428,808967,19,0.333,3.0,10.57,-7.57,GOOD
2026-05-18,592518,808967,18,0.188,3.0,8.75,-5.75,BAD
2026-06-03,593428,650911,15,0.286,6.5,9.56,-3.06,MID
2026-06-03,592518,650911,17,0.235,3.0,8.87,-5.87,MID
2026-06-03,665487,650911,18,0.412,6.2,8.78,-2.58,GOOD
2026-06-10,657757,663903,29,0.138,9.5,9.5,0.0,BAD
2026-06-15,665487,669160,31,0.25,3.0,9.26,-6.26,MID
2026-06-15,593428,669160,15,0.143,0.0,8.96,-8.96,BAD
2026-06-15,592518,669160,39,0.27,3.0,8.75,-5.75,MID
2026-06-19,592518,594798,24,0.261,0.0,8.68,-8.68,MID
2026-06-21,592518,543135,23,0.167,9.2,9.0,0.2,BAD
2026-06-21,593428,543135,18,0.235,15.7,8.65,7.05,MID
2026-06-21,664034,543135,18,0.471,3.0,8.37,-5.37,GOOD
2026-07-03,664034,660271,23,0.15,0.0,8.81,-8.81,BAD
2026-07-04,665487,808967,18,0.188,9.0,9.88,-0.88,BAD
2026-07-04,592518,808967,18,0.188,0.0,9.66,-9.66,BAD
2026-07-04,593428,808967,19,0.333,6.0,8.71,-2.71,GOOD
2026-07-06,665487,694297,30,0.207,0.0,10.05,-10.05,MID
2026-07-06,592518,694297,23,0.333,3.0,9.96,-6.96,GOOD
2026-07-06,701538,694297,22,0.211,6.0,9.09,-3.09,MID
2026-07-07,665487,668678,34,0.241,9.2,9.93,-0.73,MID
2026-07-07,592518,668678,37,0.242,3.0,9.88,-6.88,MID
2026-07-09,665487,518876,37,0.353,3.0,10.17,-7.17,GOOD
2026-07-09,592518,518876,51,0.191,21.7,9.8,11.9,BAD
2026-07-09,593428,518876,20,0.167,0.0,8.59,-8.59,BAD
2026-07-10,657757,669456,20,0.263,3.0,9.03,-6.03,MID
2026-07-10,593428,669456,15,0.357,22.2,8.49,13.71,GOOD
2026-05-22,593428,605488,17,0.2,3.5,9.9,-6.4,BAD
2026-05-22,657656,605488,16,0.125,21.7,8.15,13.55,BAD
2026-04-18,665487,579328,15,0.231,22.0,8.98,13.02,MID
2026-04-28,642715,666200,16,0.188,0.0,7.27,-7.27,BAD
2026-04-30,650333,650911,19,0.056,3.5,9.19,-5.69,BAD
2026-04-30,671218,650911,15,0.286,18.2,8.4,9.8,MID
2026-04-30,656305,650911,15,0.615,15.2,8.13,7.07,GOOD
2026-04-30,642715,650911,18,0.267,3.0,6.64,-3.64,MID
2026-05-01,656305,663556,20,0.158,0.0,8.39,-8.39,BAD
2026-05-12,669477,808967,18,0.133,0.0,11.91,-11.91,BAD
2026-05-12,671218,808967,21,0.211,9.2,9.19,0.01,MID
2026-05-12,646240,808967,15,0.143,3.0,8.45,-5.45,BAD
2026-05-12,808982,808967,16,0.2,16.0,7.44,8.56,BAD
2026-05-12,656305,808967,15,0.0,0.0,7.16,-7.16,BAD
2026-05-15,650333,650644,29,0.25,30.7,8.72,21.98,MID
2026-05-15,646240,650644,20,0.133,3.0,8.19,-5.19,BAD
2026-05-16,646240,622663,28,0.125,12.2,8.06,4.14,BAD
2026-05-16,642715,622663,20,0.5,19.0,6.55,12.45,GOOD
2026-05-16,656305,622663,28,0.125,9.5,6.51,2.99,BAD
2026-05-17,646240,605488,16,0.188,9.7,8.16,1.54,BAD
2026-05-17,656305,605488,23,0.19,21.7,6.59,15.11,BAD
2026-05-18,650333,668678,24,0.261,3.5,10.07,-6.57,MID
2026-05-18,646240,668678,18,0.143,0.0,8.2,-8.2,BAD
2026-05-18,656305,668678,17,0.059,0.0,6.95,-6.95,BAD
2026-05-19,650333,669194,19,0.105,3.0,9.91,-6.91,BAD
2026-05-20,650333,518876,21,0.35,3.0,9.74,-6.74,GOOD
2026-05-20,646240,518876,18,0.222,6.0,8.38,-2.38,MID
2026-05-20,642715,518876,32,0.3,0.0,7.59,-7.59,GOOD
2026-05-20,656305,518876,15,0.286,12.4,6.84,5.56,MID
2026-05-25,650333,518876,21,0.35,9.2,9.84,-0.64,GOOD
2026-05-25,646240,518876,18,0.222,16.0,8.73,7.27,MID
2026-05-25,642715,518876,32,0.3,9.2,7.87,1.33,GOOD
2026-05-26,646240,593958,15,0.214,9.5,8.88,0.62,MID
2026-05-26,642715,593958,21,0.056,30.9,7.9,23.0,BAD
2026-05-26,656305,593958,32,0.296,12.2,7.14,5.06,MID
2026-05-30,650333,663372,16,0.313,0.0,9.92,-9.92,GOOD
2026-05-30,642715,663372,21,0.05,0.0,8.39,-8.39,BAD
2026-05-31,650333,685299,16,0.2,22.9,9.72,13.18,BAD
2026-06-07,642715,592791,23,0.143,0.0,9.58,-9.58,BAD
2026-06-07,646240,592791,18,0.308,6.2,9.31,-3.11,GOOD
2026-06-07,656305,592791,19,0.059,12.5,8.59,3.91,BAD
2026-06-23,650333,650644,29,0.25,3.0,10.35,-7.35,MID
2026-06-23,646240,650644,20,0.133,6.5,9.64,-3.14,BAD
2026-06-25,646240,605488,16,0.188,0.0,9.71,-9.71,BAD
2026-06-25,656305,605488,23,0.19,9.0,8.93,0.07,BAD
2026-06-26,650333,625643,32,0.387,9.0,10.25,-1.25,GOOD
2026-06-26,646240,625643,17,0.438,9.5,9.59,-0.09,GOOD
2026-06-27,650333,693821,17,0.353,6.2,10.23,-4.03,GOOD
2026-06-27,642715,693821,19,0.278,3.0,9.11,-6.11,MID
2026-06-29,646240,593958,15,0.214,3.0,9.94,-6.94,MID
2026-06-29,656305,593958,32,0.296,0.0,8.74,-8.74,MID
2026-06-30,650333,694297,25,0.542,30.7,10.19,20.51,GOOD
2026-07-01,650333,668678,24,0.261,0.0,10.46,-10.46,MID
2026-07-01,646240,668678,18,0.143,9.2,10.03,-0.83,BAD
2026-07-01,671218,668678,17,0.2,34.4,8.7,25.7,BAD
2026-07-03,650333,663372,16,0.313,9.2,10.33,-1.13,GOOD
2026-07-05,650333,685299,16,0.2,3.0,10.38,-7.38,BAD
2026-07-06,646240,592332,38,0.324,12.4,10.43,1.97,GOOD
2026-07-06,650333,592332,15,0.714,12.0,10.29,1.71,GOOD
2026-07-08,646240,656302,18,0.286,3.0,10.41,-7.41,MID
2026-07-08,650333,656302,27,0.24,0.0,10.34,-10.34,MID
2026-07-08,671218,656302,16,0.214,3.0,10.19,-7.19,MID
2026-07-08,808982,656302,15,0.182,0.0,9.51,-9.51,BAD
2026-07-09,650333,663372,16,0.313,18.7,10.21,8.49,GOOD
2026-07-10,650333,685299,16,0.2,21.2,10.31,10.89,BAD
2026-04-21,656305,808967,15,0.0,9.2,9.22,-0.02,BAD
2026-04-21,671218,808967,21,0.211,3.0,9.06,-6.06,MID
2026-04-21,642715,808967,19,0.235,6.2,9.05,-2.85,MID
2026-04-21,646240,808967,15,0.143,6.5,7.19,-0.69,BAD
2026-04-21,808982,808967,16,0.2,9.5,6.75,2.75,BAD
2026-04-22,656305,660271,27,0.24,3.0,9.22,-6.22,MID
2026-04-22,646240,660271,18,0.278,9.0,7.15,1.85,MID
2026-04-23,656305,607192,24,0.2,0.0,8.89,-8.89,BAD
2026-04-23,650333,607192,17,0.25,12.0,8.59,3.41,MID
2026-04-23,646240,607192,33,0.233,0.0,7.25,-7.25,MID
2026-05-13,646240,660271,18,0.278,9.0,8.3,0.7,MID
2026-05-13,656305,660271,27,0.24,3.0,6.96,-3.96,MID
2026-06-28,650333,519242,18,0.25,12.7,10.18,2.52,MID
2026-06-28,642715,519242,17,0.118,3.0,9.03,-6.03,BAD
2026-06-28,656305,519242,19,0.222,9.0,8.74,0.26,MID
2026-05-15,608070,671096,15,0.4,15.5,12.22,3.28,GOOD
2026-05-15,680757,671096,15,0.077,6.5,7.17,-0.67,BAD
2026-05-17,608070,663903,40,0.387,31.4,12.59,18.81,GOOD
2026-06-03,608070,543037,36,0.414,37.1,12.31,24.79,GOOD
2026-06-12,608070,656427,30,0.241,0.0,12.45,-12.45,MID
2026-06-26,680757,622491,20,0.421,3.0,6.58,-3.58,GOOD
2026-06-27,680757,669302,19,0.111,0.0,6.53,-6.53,BAD
2026-07-09,677587,641927,18,0.111,13.0,8.97,4.03,BAD
2026-07-09,700932,641927,15,0.2,3.0,7.41,-4.41,BAD
2026-04-22,677594,650644,18,0.389,9.5,8.77,0.73,GOOD
2026-04-28,647304,657746,18,0.25,35.2,9.76,25.44,MID
2026-04-28,677594,657746,16,0.429,31.4,9.02,22.38,GOOD
2026-05-02,668227,607625,15,0.0,3.0,11.2,-8.2,BAD
2026-05-06,668227,527048,19,0.211,3.0,10.34,-7.34,MID
2026-05-06,677594,527048,15,0.154,18.7,10.21,8.49,BAD
2026-05-06,641487,527048,20,0.211,6.0,9.62,-3.62,MID
2026-05-13,668227,621121,16,0.4,12.0,11.59,0.41,GOOD
2026-05-13,641487,621121,31,0.222,21.7,9.21,12.49,MID
2026-05-13,663728,621121,19,0.235,0.0,8.8,-8.8,MID
2026-05-17,668227,608337,16,0.308,3.5,11.5,-8.0,GOOD
2026-05-17,647304,608337,16,0.25,12.5,10.52,1.98,MID
2026-05-24,668227,607625,15,0.0,9.5,11.69,-2.19,BAD
2026-05-25,677594,650644,18,0.389,3.0,10.78,-7.78,GOOD
2026-05-25,641487,650644,20,0.278,18.7,8.82,9.88,MID
2026-05-27,668227,605488,15,0.286,3.0,12.0,-9.0,MID
2026-05-27,677594,605488,17,0.235,25.7,10.54,15.16,MID
2026-05-27,641487,605488,17,0.188,12.2,8.99,3.21,BAD
2026-05-29,647304,668678,17,0.063,6.0,10.43,-4.43,BAD
2026-06-05,668227,664285,18,0.267,15.0,11.55,3.45,MID
2026-06-05,677594,664285,36,0.3,24.0,11.12,12.88,GOOD
2026-06-05,647304,664285,15,0.154,15.2,9.96,5.24,BAD
2026-06-05,641487,664285,40,0.243,9.2,9.82,-0.62,MID
2026-06-07,647304,656427,15,0.308,15.7,10.04,5.66,GOOD
2026-06-11,668227,680694,21,0.211,6.2,11.99,-5.79,MID
2026-06-11,677594,680694,15,0.385,12.5,11.18,1.32,GOOD
2026-06-30,668227,667755,16,0.385,18.9,11.48,7.42,GOOD
2026-06-30,677594,667755,20,0.556,15.4,10.76,4.64,GOOD
2026-06-30,647304,667755,19,0.167,12.2,9.93,2.27,BAD
2026-06-30,641487,667755,19,0.278,0.0,8.71,-8.71,MID
2026-06-30,663728,667755,19,0.2,6.2,8.3,-2.1,BAD
2026-07-03,668227,656302,16,0.2,0.0,11.55,-11.55,BAD
2026-07-03,647304,656302,28,0.25,0.0,9.83,-9.83,MID
2026-07-04,641487,669456,17,0.429,6.2,8.6,-2.4,GOOD
2026-04-18,668227,543135,34,0.129,6.2,10.9,-4.7,BAD
2026-04-18,677594,543135,24,0.375,6.5,8.45,-1.95,GOOD
2026-04-18,663728,543135,24,0.25,3.0,8.38,-5.38,MID
2026-04-18,670042,543135,18,0.278,28.1,8.27,19.83,MID
2026-06-17,677594,680694,15,0.385,9.2,10.81,-1.61,GOOD
2026-04-22,641355,624133,19,0.222,0.0,12.29,-12.29,MID
2026-04-24,592450,621121,15,0.167,9.0,15.84,-6.84,BAD
2026-04-28,592450,594798,17,0.231,24.9,16.01,8.89,MID
2026-04-28,641355,594798,25,0.292,9.5,10.47,-0.97,MID
2026-04-29,592450,543135,47,0.302,0.0,16.36,-16.36,GOOD
2026-04-29,641355,543135,17,0.235,3.0,10.43,-7.43,MID
2026-04-29,665862,543135,16,0.063,0.0,9.91,-9.91,BAD
2026-05-02,592450,680694,20,0.071,9.2,15.96,-6.76,BAD
2026-05-04,592450,669358,15,0.417,38.4,16.26,22.14,GOOD
2026-05-05,592450,594798,17,0.231,12.2,17.0,-4.8,MID
2026-05-05,641355,594798,25,0.292,25.5,12.62,12.88,MID
2026-05-06,592450,543135,47,0.302,18.7,16.85,1.85,GOOD
2026-05-06,641355,543135,17,0.235,6.0,13.05,-7.05,MID
2026-05-06,665862,543135,16,0.063,0.0,10.31,-10.31,BAD
2026-05-24,592450,656876,18,0.125,25.2,13.66,11.54,BAD
2026-05-24,641355,656876,16,0.267,3.0,12.08,-9.08,MID
2026-05-25,592450,608379,30,0.192,6.0,13.9,-7.9,BAD
2026-05-25,641355,608379,15,0.267,18.7,11.89,6.81,MID
2026-05-25,502671,608379,31,0.2,3.0,9.59,-6.59,BAD
2026-05-29,665862,622663,15,0.417,0.0,10.09,-10.09,GOOD
2026-06-05,641355,543243,18,0.2,3.0,11.99,-8.99,BAD
2026-06-05,502671,543243,30,0.038,0.0,10.85,-10.85,BAD
2026-06-05,665862,543243,15,0.231,9.2,10.07,-0.87,MID
2026-06-07,641355,624133,19,0.222,21.7,11.84,9.86,MID
2026-06-07,665862,624133,23,0.261,25.7,10.06,15.64,MID
2026-06-13,641355,592332,28,0.08,6.2,12.14,-5.94,BAD
2026-06-13,665862,592332,20,0.0,3.0,10.89,-7.89,BAD
2026-06-13,502671,592332,30,0.4,22.2,10.81,11.39,GOOD
2026-06-13,641857,592332,20,0.294,3.0,6.64,-3.64,MID
2026-06-14,641355,571578,31,0.393,0.0,12.05,-12.05,GOOD
2026-06-14,502671,571578,22,0.556,9.0,11.07,-2.07,GOOD
2026-06-20,502671,671096,17,0.333,18.7,11.29,7.41,GOOD
2026-06-22,641355,664285,15,0.286,3.0,12.13,-9.13,MID
2026-06-22,676609,664285,20,0.429,12.2,9.72,2.48,GOOD
2026-06-24,502671,669373,17,0.438,37.4,11.02,26.38,GOOD
2026-06-28,641355,543243,18,0.2,0.0,11.49,-11.49,BAD
2026-06-28,502671,543243,30,0.038,3.5,11.29,-7.79,BAD
2026-06-28,665862,543243,15,0.231,0.0,10.83,-10.83,MID
2026-06-30,502671,669373,17,0.438,0.0,10.96,-10.96,GOOD
2026-06-30,642708,669373,18,0.063,6.2,8.41,-2.21,BAD
2026-07-09,641355,656876,16,0.267,12.7,10.49,2.21,MID
2026-07-09,663757,656876,16,0.375,18.9,10.4,8.5,GOOD
2026-05-12,502671,669432,16,0.231,24.7,9.72,14.98,MID
2026-05-17,641355,642547,18,0.429,18.4,11.96,6.44,GOOD
2026-05-17,502671,642547,38,0.257,3.0,10.61,-7.61,MID
2026-05-17,665862,642547,15,0.182,15.2,9.43,5.77,BAD
2026-05-18,592450,571578,16,0.214,6.2,14.92,-8.72,MID
2026-05-18,641355,571578,31,0.393,25.2,12.12,13.08,GOOD
2026-05-18,502671,571578,22,0.556,31.2,10.24,20.96,GOOD
2026-05-13,592450,680694,20,0.071,0.0,15.85,-15.85,BAD
2026-05-19,592450,656302,20,0.267,6.2,14.72,-8.52,MID
2026-04-22,521692,605135,22,0.176,0.0,7.12,-7.12,BAD
2026-04-24,677951,579328,16,0.067,9.2,9.91,-0.71,BAD
2026-04-24,521692,579328,20,0.2,0.0,6.78,-6.78,BAD
2026-04-28,677951,650644,30,0.241,31.7,10.95,20.75,MID
2026-04-28,672580,650644,18,0.222,12.0,10.02,1.98,MID
2026-04-28,686469,650644,17,0.267,9.0,8.74,0.26,MID
2026-04-29,521692,622663,23,0.238,6.5,8.21,-1.71,MID
2026-05-03,677951,622491,19,0.105,6.2,11.2,-5.0,BAD
2026-05-03,672580,622491,15,0.286,9.0,10.88,-1.88,MID
2026-05-03,521692,622491,23,0.227,6.2,8.49,-2.29,MID
2026-05-04,677951,676440,29,0.375,27.9,11.04,16.86,GOOD
2026-05-04,672580,676440,22,0.15,0.0,10.81,-10.81,BAD
2026-05-04,686469,676440,19,0.588,21.7,8.94,12.76,GOOD
2026-05-04,521692,676440,24,0.048,9.7,8.41,1.29,BAD
2026-05-05,677951,668909,28,0.185,12.2,11.57,0.63,BAD
2026-05-05,672580,668909,26,0.136,6.2,10.45,-4.25,BAD
2026-05-05,686469,668909,16,0.067,0.0,9.37,-9.37,BAD
2026-05-05,521692,668909,21,0.35,10.0,8.45,1.55,GOOD
2026-05-12,677951,607200,15,0.267,21.7,12.17,9.53,MID
2026-05-17,677951,669467,16,0.2,0.0,12.7,-12.7,BAD
2026-05-18,677951,543243,20,0.2,9.0,12.41,-3.41,BAD
2026-05-18,686469,543243,15,0.25,0.0,8.55,-8.55,MID
2026-05-18,521692,543243,37,0.167,3.0,8.18,-5.18,BAD
2026-05-22,677951,669302,21,0.412,0.0,12.2,-12.2,GOOD
2026-05-22,672580,669302,17,0.188,6.0,9.59,-3.59,BAD
2026-05-22,521692,669302,24,0.333,0.0,8.38,-8.38,GOOD
2026-05-23,677951,669923,15,0.467,18.4,11.95,6.45,GOOD
2026-05-23,672580,669923,15,0.067,9.2,9.52,-0.32,BAD
2026-05-27,521692,543037,18,0.111,3.0,8.5,-5.5,BAD
2026-06-06,677951,657746,34,0.242,15.5,12.26,3.24,MID
2026-06-06,672580,657746,21,0.316,3.0,9.04,-6.04,GOOD
2026-06-06,686469,657746,26,0.273,6.0,8.6,-2.6,MID
2026-06-09,677951,543135,15,0.286,3.0,12.12,-9.12,MID
2026-06-09,686469,543135,15,0.133,12.7,8.67,4.03,BAD
2026-06-09,521692,543135,24,0.167,0.0,7.91,-7.91,BAD
2026-06-24,521692,643377,24,0.091,0.0,7.77,-7.77,BAD
2026-06-27,677951,663436,21,0.263,6.0,12.36,-6.36,MID
2026-06-30,677951,643377,21,0.313,43.9,12.24,31.66,GOOD
2026-05-09,663616,676440,18,0.176,3.0,8.71,-5.71,BAD
2026-05-10,680777,668909,16,0.375,6.0,13.51,-7.51,GOOD
2026-05-24,605137,543243,30,0.25,6.0,8.87,-2.87,MID
2026-05-28,621439,663436,17,0.133,6.0,13.75,-7.75,BAD
2026-05-28,686797,663436,15,0.333,0.0,9.73,-9.73,GOOD
2026-05-28,663616,663436,17,0.231,0.0,8.44,-8.44,MID
2026-06-27,605137,547179,39,0.294,12.2,9.27,2.93,MID
2026-04-19,621439,663903,21,0.4,12.4,9.91,2.49,GOOD
2026-04-27,605137,622491,39,0.212,12.4,10.12,2.28,MID
2026-04-27,663616,622491,21,0.286,27.7,8.04,19.66,MID
2026-04-30,605137,592332,25,0.292,9.7,9.54,0.16,MID
2026-05-02,621439,656302,15,0.167,18.7,12.15,6.55,BAD
2026-05-02,605137,656302,19,0.294,0.0,9.55,-9.55,MID
2026-05-02,663616,656302,20,0.263,12.5,8.99,3.51,MID
2026-06-02,621439,663436,17,0.133,3.0,13.22,-10.22,BAD
2026-06-02,686797,663436,15,0.333,6.5,9.94,-3.44,GOOD
2026-06-02,663616,663436,17,0.231,12.2,8.55,3.65,MID
2026-06-05,605137,608379,32,0.241,12.7,8.3,4.4,MID
2026-06-10,605137,664285,21,0.263,6.5,8.75,-2.25,MID
2026-07-09,668904,668909,18,0.222,24.9,8.57,16.33,MID
2026-04-20,571970,500779,16,0.364,52.8,10.75,42.05,GOOD
2026-04-20,669257,500779,15,0.133,0.0,7.89,-7.89,BAD
2026-04-22,518692,641816,22,0.421,6.0,12.85,-6.85,GOOD
2026-04-22,571970,641816,22,0.316,6.0,12.76,-6.76,GOOD
2026-04-24,660271,592791,16,0.25,3.0,12.58,-9.58,MID
2026-04-24,606192,592791,21,0.25,0.0,11.79,-11.79,MID
2026-04-27,571970,663978,20,0.294,3.0,13.13,-10.13,MID
2026-04-27,518692,663978,15,0.143,12.2,10.68,1.52,BAD
2026-04-29,571970,645261,24,0.304,9.2,12.12,-2.92,GOOD
2026-04-29,518692,645261,39,0.286,0.0,10.41,-10.41,MID
2026-05-05,571970,663567,15,0.286,3.0,11.69,-8.69,MID
2026-05-08,606192,519242,25,0.25,9.2,9.86,-0.66,MID
2026-05-12,518692,605288,17,0.357,9.0,9.9,-0.9,GOOD
2026-05-13,663656,592662,15,0.429,15.2,10.67,4.53,GOOD
2026-05-13,518692,592662,28,0.292,12.0,9.87,2.13,MID
2026-05-13,606192,592662,17,0.286,12.7,9.46,3.24,MID
2026-05-13,669257,592662,22,0.105,0.0,6.99,-6.99,BAD
2026-05-18,660271,650633,24,0.381,9.0,14.07,-5.07,GOOD
2026-05-18,571970,650633,19,0.176,0.0,11.44,-11.44,BAD
2026-05-18,606192,650633,26,0.25,0.0,10.51,-10.51,MID
2026-05-18,518692,650633,20,0.176,6.0,9.47,-3.47,BAD
2026-05-19,571970,656288,18,0.071,6.0,11.15,-5.15,BAD
2026-05-19,663656,656288,24,0.19,0.0,10.81,-10.81,BAD
2026-05-19,606192,656288,17,0.294,9.2,10.23,-1.03,MID
2026-05-26,660271,607536,18,0.563,6.2,14.09,-7.89,GOOD
2026-05-26,518692,607536,50,0.25,18.9,10.68,8.22,MID
2026-05-29,518692,554430,73,0.386,18.7,11.09,7.61,GOOD
2026-05-30,660271,666200,17,0.176,3.0,14.25,-11.25,BAD
2026-05-30,663656,666200,20,0.05,0.0,10.37,-10.37,BAD
2026-06-01,660271,593958,32,0.308,15.2,13.84,1.36,GOOD
2026-06-01,518692,593958,26,0.435,3.5,11.12,-7.62,GOOD
2026-06-01,663656,593958,27,0.13,3.0,10.27,-7.27,BAD
2026-06-01,605141,593958,22,0.263,3.0,9.53,-6.53,MID
2026-06-03,660271,668678,21,0.333,18.2,14.22,3.98,GOOD
2026-06-03,518692,668678,31,0.241,16.2,11.3,4.9,MID
2026-06-03,571970,668678,37,0.233,15.7,10.41,5.29,MID
2026-06-03,663656,668678,24,0.391,28.2,9.99,18.21,GOOD
2026-06-03,605141,668678,35,0.258,3.2,9.23,-6.03,MID
2026-06-04,681624,669194,17,0.059,0.0,12.75,-12.75,BAD
2026-06-04,518692,669194,21,0.2,0.0,11.39,-11.39,BAD
2026-06-04,571970,669194,15,0.091,3.0,10.52,-7.52,BAD
2026-06-04,605141,669194,19,0.294,0.0,8.97,-8.97,MID
2026-06-05,518692,672282,15,0.364,24.7,11.18,13.52,GOOD
2026-06-05,663656,672282,24,0.273,0.0,10.2,-10.2,MID
2026-04-23,681624,657277,21,0.2,0.0,13.81,-13.81,BAD
2026-04-23,660271,657277,31,0.308,0.0,13.28,-13.28,GOOD
2026-04-23,606192,657277,28,0.28,0.0,12.53,-12.53,MID
2026-04-23,518692,657277,55,0.34,3.0,12.45,-9.45,GOOD
2026-04-23,571970,657277,45,0.27,15.4,12.39,3.01,MID
2026-05-06,660271,621121,32,0.24,27.9,13.41,14.49,MID
2026-06-09,660271,694973,15,0.143,19.2,14.26,4.94,BAD
2026-06-09,518692,694973,15,0.2,21.9,11.24,10.66,BAD
2026-06-11,660271,656605,15,0.462,30.9,14.49,16.41,GOOD
2026-06-11,518692,656605,23,0.526,18.7,11.49,7.21,GOOD
2026-06-15,518692,607259,20,0.188,6.0,11.4,-5.4,BAD
2026-06-20,518692,669432,16,0.286,6.2,11.37,-5.17,MID
2026-06-28,660271,650633,24,0.381,12.7,14.28,-1.58,GOOD
2026-06-28,518692,650633,20,0.176,6.5,11.68,-5.18,BAD
2026-06-28,571970,650633,19,0.176,3.0,10.4,-7.4,BAD
2026-06-28,605141,650633,21,0.222,13.0,10.12,2.88,MID
2026-07-03,660271,650633,24,0.381,0.0,14.04,-14.04,GOOD
2026-07-03,518692,650633,20,0.176,3.0,11.8,-8.8,BAD
2026-07-03,606192,650633,26,0.25,29.2,10.7,18.5,MID
2026-07-03,571970,650633,19,0.176,9.2,10.56,-1.36,BAD
2026-07-03,605141,650633,21,0.222,6.2,10.4,-4.2,MID
2026-07-06,660271,607536,18,0.563,38.2,13.79,24.41,GOOD
2026-07-06,518692,607536,50,0.25,3.0,11.75,-8.75,MID
2026-07-06,669242,607536,15,0.333,0.0,10.38,-10.38,GOOD
2026-07-06,571970,607536,32,0.267,15.7,10.27,5.43,MID
2026-07-07,660271,547179,16,0.286,21.7,14.11,7.59,MID
2026-07-10,660271,593958,32,0.308,18.7,14.03,4.67,GOOD
2026-07-10,518692,593958,26,0.435,0.0,11.58,-11.58,GOOD
2026-07-10,606192,593958,32,0.323,0.0,10.4,-10.4,GOOD
2026-07-10,663656,593958,27,0.13,6.0,10.05,-4.05,BAD
2026-04-24,656555,453286,33,0.097,12.4,7.39,5.01,BAD
2026-04-27,608070,571927,16,0.214,3.0,13.84,-10.84,MID
2026-04-27,656555,571927,37,0.138,0.0,7.52,-7.52,BAD
2026-05-03,680757,650644,15,0.143,0.0,8.04,-8.04,BAD
2026-05-04,608070,608379,24,0.217,3.0,12.94,-9.94,MID
2026-05-04,680757,608379,24,0.292,0.0,7.73,-7.73,MID
2026-05-06,608070,666142,17,0.133,15.2,12.31,2.89,BAD
2026-05-07,608070,607625,16,0.231,12.2,12.4,-0.2,MID
2026-05-07,680757,607625,15,0.308,9.2,7.18,2.02,GOOD
2026-05-09,608070,657746,36,0.235,18.2,12.4,5.8,MID
2026-05-13,608070,672282,18,0.231,21.2,11.98,9.22,MID
2026-05-30,608070,543243,48,0.222,12.5,12.0,0.5,MID
2026-06-09,608070,543037,36,0.414,15.2,12.56,2.64,GOOD
2026-06-10,608070,607074,63,0.278,3.0,12.6,-9.6,MID
2026-06-10,656555,607074,18,0.2,0.0,7.58,-7.58,BAD
2026-06-13,608070,669373,37,0.371,9.2,12.26,-3.06,GOOD
2026-06-13,682657,669373,18,0.188,0.0,10.24,-10.24,BAD
2026-07-10,656555,645261,50,0.205,0.0,7.11,-7.11,MID
2026-04-18,608070,665152,16,0.214,9.0,14.23,-5.23,MID
2026-04-25,608070,592332,29,0.185,6.0,14.69,-8.69,BAD
2026-04-25,656555,592332,22,0.158,6.2,7.69,-1.49,BAD
2026-05-18,608070,664285,16,0.4,37.7,13.04,24.66,GOOD
2026-06-04,608070,607074,63,0.278,12.2,12.75,-0.55,MID
2026-04-17,608070,605135,16,0.273,21.2,13.77,7.43,MID
